PassengerId,Pclass,Ticket,Fare,Cabin,Embarked,Survived
2627,2,PC 33708,38.3612,,S,0
2628,3,SOTON/OQ 21807,19.7115,,Q,0
2629,2,STON/O 21268,20.7663,,S,0
2630,2,W.E.P. 94425,21.2689,,C,0
2631,1,A/ 97197,141.8757,E14,S,1
2632,1,C.A. 61388,20,B137,S,0
2633,1,A/ 11811,99.6308,B58,Q,1
2634,1,PC 92383,20,,C,1
2635,1,LINE 20576,94.3521,B60,Q,1
2636,1,STON/O 72923,20,D11,S,0
2637,1,SOTON/OQ 16908,190.8976,B62,S,1
2638,2,STON/O 42387,13.8166,,C,1
2639,1,LINE 95385,300,D68,S,0
2640,3,W.E.P. 97529,9.6968,,S,0
2641,2,LINE 58300,17.7717,,S,1
2642,1,LINE 77994,118.0613,,Q,1
2643,1,C.A. 79510,20,B100,C,0
2644,2,W.E.P. 30482,26.6934,,S,1
2645,1,LINE 29196,232.9996,,S,1
2646,3,SOTON/OQ 41379,15.8399,,C,0
2647,1,W.E.P. 57565,20,D128,S,0
2648,1,LINE 59790,56.8257,A148,S,1
2649,2,W.E.P. 55807,30.4997,,S,1
2650,1,LINE 59929,249.7061,A10,S,1
2651,1,STON/O 84893,20,E28,S,0
2652,3,LINE 76747,5,,S,1
2653,1,STON/O 50001,100.1861,E22,S,1
2654,3,SOTON/OQ 17956,18.3977,,S,0
2655,1,LINE 72247,20,,S,1
2656,3,SOTON/OQ 18758,29.2141,,S,0
2657,3,STON/O 31811,5,,S,1
2658,1,W.E.P. 85322,49.5052,,S,0
2659,1,LINE 73050,184.7212,,C,1
2660,1,A/ 37723,42.1076,,S,1
2661,1,PC 35835,135.4225,C67,S,1
2662,2,LINE 68060,17.7998,,S,0
2663,1,W.E.P. 17552,41.9704,D17,S,0
2664,3,A/ 57984,15.4159,,C,0
2665,1,PC 46476,83.8053,C122,S,1
2666,2,STON/O 78026,10,,S,1
2667,1,W.E.P. 80649,241.8272,,C,1
2668,1,A/ 10953,46.4604,A28,S,0
2669,1,STON/O 91460,51.2167,E79,C,1
2670,1,C.A. 79273,82.3731,E10,Q,1
2671,3,PC 98776,21.0963,,S,0
2672,1,PC 66033,192.2555,B54,C,0
2673,2,C.A. 61739,10,,C,1
2674,2,LINE 93453,18.0498,,S,0
2675,3,A/ 73673,17.1202,,C,1
2676,1,W.E.P. 83796,20,,C,1
2677,1,STON/O 72533,198.247,D98,S,0
2678,1,PC 51167,188.8727,,Q,0
2679,1,W.E.P. 89370,76.8449,C102,S,1
2680,1,LINE 33760,159.8338,,C,1
2681,1,SOTON/OQ 27499,185.5316,A145,S,1
2682,1,A/ 14419,20,D21,S,1
2683,3,A/ 42986,12.5995,,S,1
2684,2,A/ 68656,35.831,,S,1
2685,2,A/ 52288,50,,S,0
2686,1,PC 42343,108.9749,E144,S,0
2687,1,A/ 96894,219.2564,,S,0
2688,1,SOTON/OQ 41534,20,,S,1
2689,1,SOTON/OQ 55628,139.5268,,S,1
2690,1,LINE 79749,198.0402,C105,S,0
2691,3,A/ 23141,12.772,,S,0
2692,1,PC 47736,20,,C,1
2693,1,LINE 84559,164.9454,D119,S,0
2694,1,PC 48210,20,D141,S,0
2695,1,STON/O 11196,179.3382,A85,C,0
2696,1,W.E.P. 34105,20,C118,S,1
2697,3,W.E.P. 54696,24.1554,,S,0
2698,2,SOTON/OQ 47291,17.942,,S,1
2699,1,C.A. 16962,159.67,A9,S,1
2700,2,W.E.P. 82200,15.4638,,Q,0
2701,3,STON/O 33157,28.9475,,S,1
2702,2,PC 33333,11.9595,,S,1
2703,1,W.E.P. 31319,20,B113,C,0
2704,3,A/ 51171,9.0206,,S,1
2705,1,W.E.P. 85437,99.0745,,S,1
2706,3,PC 44292,28.4071,,C,0
2707,1,A/ 39917,20,E2,Q,0
2708,2,W.E.P. 57325,10,,S,1
2709,3,STON/O 27339,5.2391,,S,1
2710,1,W.E.P. 33523,31.9224,,S,0
2711,3,C.A. 92096,9.673,,S,0
2712,1,C.A. 43851,124.9733,,S,1
2713,3,PC 30291,11.9629,,S,0
2714,2,A/ 22619,26.4091,,S,0
2715,3,W.E.P. 11216,5,,C,0
2716,2,SOTON/OQ 26335,13.3393,,Q,0
2717,1,A/ 83779,20,A64,C,0
2718,1,A/ 47170,193.8336,,S,1
2719,2,A/ 11977,13.2646,,S,1
2720,1,PC 35577,28.2326,C101,S,1
2721,1,W.E.P. 54276,20,B125,S,1
2722,1,LINE 56916,135.6635,E44,S,0
2723,1,SOTON/OQ 49156,20,C4,S,1
2724,3,W.E.P. 10917,26.4405,,S,1
2725,2,SOTON/OQ 34211,15.0329,,Q,0
2726,3,STON/O 18319,15.136,,S,0
2727,2,PC 15615,14.9953,,S,0
2728,1,PC 69512,92.8583,,C,1
2729,3,C.A. 11316,5,,C,1
2730,1,LINE 51607,20,A86,S,0
2731,2,STON/O 79480,30.1483,,S,1
2732,3,STON/O 38103,5,,S,0
2733,1,SOTON/OQ 64491,48.4829,C49,Q,0
2734,1,STON/O 15794,228.2525,,S,1
2735,1,C.A. 50180,48.4053,,Q,0
2736,1,STON/O 39188,20,,S,0
2737,3,A/ 54819,30,,S,0
2738,1,LINE 11759,25.4573,B115,S,0
2739,2,W.E.P. 16977,20.8587,,S,1
2740,2,LINE 49656,39.5064,,C,1
2741,3,LINE 12898,16.8191,,S,0
2742,3,SOTON/OQ 74600,22.3509,,S,1
2743,1,A/ 54197,121.0042,B11,S,1
2744,3,C.A. 28751,5,,S,0
2745,1,SOTON/OQ 28012,123.2906,A119,S,1
2746,1,SOTON/OQ 67980,109.9407,,S,1
2747,3,PC 98739,15.2511,,S,0
2748,3,W.E.P. 92927,5,,C,0
2749,1,C.A. 44820,37.0893,C143,S,0
2750,1,PC 96826,94.0607,,C,0
2751,1,LINE 63800,20,,S,1
2752,2,C.A. 60063,10,,S,1
2753,1,SOTON/OQ 57836,279.4065,,C,1
2754,2,PC 48454,14.7683,,S,1
2755,3,PC 42372,26.1365,,S,0
2756,1,SOTON/OQ 11165,263.7515,,C,1
2757,1,W.E.P. 53277,75.838,C148,S,0
2758,2,C.A. 96794,24.5443,,S,0
2759,3,W.E.P. 33339,14.1417,,S,1
2760,3,SOTON/OQ 99699,9.0477,,C,0
2761,1,SOTON/OQ 80923,20,B120,C,1
2762,1,C.A. 92673,142.3109,,S,0
2763,2,PC 77898,19.0422,,S,0
2764,1,W.E.P. 47033,20,,S,0
2765,2,LINE 64259,10.959,,S,0
2766,1,LINE 64978,87.9007,B37,C,1
2767,1,SOTON/OQ 62407,20,A79,S,0
2768,1,SOTON/OQ 28560,47.3504,,S,1
2769,3,PC 19823,14.2197,,C,0
2770,3,SOTON/OQ 84639,28.9978,,C,0
2771,3,A/ 20541,12.2767,,Q,0
2772,2,W.E.P. 39564,14.8857,,S,1
2773,3,STON/O 56964,5,,C,0
2774,1,LINE 94527,107.4414,A8,S,0
2775,3,C.A. 89046,5,,C,0
2776,3,STON/O 11185,5,,Q,0
2777,1,W.E.P. 37498,123.7106,E24,C,1
2778,1,STON/O 60212,78.1538,,S,1
2779,3,LINE 54323,22.8388,,S,1
2780,1,PC 68674,20,C123,S,0
2781,1,SOTON/OQ 72458,116.7995,E54,S,0
2782,2,W.E.P. 60290,14.5398,,S,0
2783,1,A/ 31541,218.5592,,S,0
2784,3,LINE 11185,20.5099,,S,0
2785,3,STON/O 56882,30,,S,0
2786,2,STON/O 47527,10.3769,,S,0
2787,1,SOTON/OQ 86453,171.3846,,S,0
2788,2,PC 74574,18.6114,,C,0
2789,1,SOTON/OQ 28744,78.3662,,S,1
2790,2,SOTON/OQ 22584,10.6776,,S,0
2791,1,STON/O 80941,164.6756,,S,1
2792,3,STON/O 54308,21.2885,,S,0
2793,1,PC 44878,20,,C,0
2794,1,A/ 86976,108.6277,A8,C,0
2795,1,C.A. 94606,42.6045,B7,S,0
2796,1,W.E.P. 19428,44.7897,,Q,1
2797,2,SOTON/OQ 93471,23.0383,,C,0
2798,3,C.A. 34898,11.5412,,S,1
2799,1,C.A. 76962,31.1761,,S,1
2800,1,A/ 85305,39.5478,A73,S,1
2801,1,PC 54760,114.0791,,S,0
2802,1,A/ 35426,81.51,E126,S,0
2803,2,PC 32245,13.6798,,Q,1
2804,1,A/ 84455,20,E14,S,1
2805,2,SOTON/OQ 86750,25.1051,,S,1
2806,1,SOTON/OQ 26927,20,E138,C,0
2807,1,C.A. 96747,47.6711,E8,S,0
2808,3,STON/O 65070,9.0723,,Q,0
2809,1,SOTON/OQ 18062,20,A150,S,1
2810,2,STON/O 84040,28.1802,,S,1
2811,2,C.A. 74735,30.4109,,S,0
2812,1,C.A. 77668,40.5594,B146,S,0
2813,2,C.A. 61617,35.3871,,C,1
2814,1,SOTON/OQ 99318,300,D3,S,0
2815,2,PC 42974,15.3418,,S,0
2816,1,STON/O 64815,132.4941,A43,S,0
2817,3,SOTON/OQ 43953,5,,S,0
2818,1,W.E.P. 97155,106.36,,S,1
2819,1,C.A. 71437,20,D9,C,1
2820,1,SOTON/OQ 78758,91.165,,S,1
2821,1,SOTON/OQ 89796,112.3845,C58,C,1
2822,1,STON/O 86432,176.2162,E127,S,0
2823,3,SOTON/OQ 83682,13.1576,,S,0
2824,2,W.E.P. 87021,10,,C,0
2825,3,LINE 16654,20.4234,,C,0
2826,3,SOTON/OQ 34132,16.5816,,C,1
2827,1,A/ 98398,20,,S,0
2828,1,STON/O 33253,51.8516,A49,S,1
2829,1,C.A. 54146,20,B4,S,1
2830,3,C.A. 85827,23.9505,,C,0
2831,3,STON/O 88929,13.5458,,S,0
2832,2,LINE 58185,10,,S,0
2833,3,A/ 26910,5,,S,1
2834,3,A/ 97885,10.0653,,C,0
2835,3,A/ 21626,7.9495,,Q,0
2836,1,LINE 17041,59.9994,E52,S,0
2837,2,C.A. 77257,16.4176,,S,1
2838,2,SOTON/OQ 97894,10.0601,,S,0
2839,1,C.A. 61129,168.4984,E42,Q,1
2840,3,PC 68337,12.4537,,S,0
2841,1,A/ 53678,20,,S,0
2842,1,LINE 73432,155.8953,A4,S,1
2843,2,SOTON/OQ 17841,10,,S,0
2844,1,W.E.P. 67095,89.4104,A3,S,1
2845,3,SOTON/OQ 41430,16.0265,,C,1
2846,1,SOTON/OQ 60813,150.5549,,S,1
2847,2,W.E.P. 42560,10,,S,1
2848,3,C.A. 26754,5,,C,0
2849,3,LINE 13904,10.8479,,S,0
2850,1,C.A. 40018,78.5868,,S,1
2851,3,SOTON/OQ 85791,16.5549,,S,1
2852,1,A/ 29542,83.8131,C130,S,1
2853,1,LINE 30734,81.7345,D28,S,1
2854,1,SOTON/OQ 36147,169.026,B132,S,1
2855,3,PC 24451,27.9405,,S,0
2856,2,W.E.P. 80726,25.7611,,S,1
2857,1,STON/O 15126,84.0249,,S,1
2858,1,SOTON/OQ 55729,153.0261,A17,S,1
2859,1,C.A. 29131,117.6985,,S,1
2860,1,SOTON/OQ 63800,238.7595,E148,S,0
2861,1,C.A. 23816,89.8397,A111,S,1
2862,1,LINE 61584,120.0364,,S,1
2863,2,LINE 55501,21.3791,,S,1
2864,1,SOTON/OQ 88211,87.8115,,Q,1
2865,2,LINE 74231,21.508,,S,1
2866,1,STON/O 60951,166.4023,,Q,1
2867,1,A/ 84166,20,A138,C,1
2868,1,STON/O 83866,20,,Q,1
2869,1,A/ 69576,59.8275,C84,S,1
2870,2,A/ 24055,37.6612,,S,1
2871,3,LINE 59559,5,,S,1
2872,3,SOTON/OQ 96488,24.547,,C,0
2873,1,SOTON/OQ 72233,140.3421,C12,S,1
2874,1,C.A. 77683,171.9436,C111,S,1
2875,1,C.A. 27344,292.9731,,C,1
2876,1,A/ 48158,67.7261,,S,0
2877,1,A/ 45845,151.621,B7,S,1
2878,3,C.A. 16677,7.7954,,S,0
2879,1,A/ 40465,67.5933,,S,0
2880,1,SOTON/OQ 73959,172.4656,,C,0
2881,1,SOTON/OQ 91537,82.1602,B144,S,0
2882,1,SOTON/OQ 15754,59.1347,,S,1
2883,3,W.E.P. 64439,19.0409,,S,1
2884,1,PC 80967,105.4376,B122,C,0
2885,2,LINE 54399,31.9638,,S,1
2886,1,W.E.P. 53419,174.4626,,C,1
2887,2,PC 51350,50,,Q,1
2888,3,SOTON/OQ 32417,5,,S,0
2889,1,STON/O 68299,147.7414,C81,C,1
2890,3,LINE 48171,25.5764,,S,0
2891,3,SOTON/OQ 68547,5.4904,,C,0
2892,2,A/ 67828,10,,S,1
2893,3,C.A. 84323,28.6616,,S,0
2894,1,STON/O 68593,109.4759,D77,C,0
2895,3,LINE 15650,5,,S,0
2896,1,SOTON/OQ 21663,177.6217,D36,S,0
2897,2,PC 29513,21.7675,,S,1
2898,1,PC 71660,59.0315,,C,1
2899,1,A/ 47267,35.7748,,S,1
2900,3,A/ 54981,15.387,,S,1
2901,1,LINE 71820,76.9468,C32,S,1
2902,1,LINE 95677,20,,S,1
2903,2,A/ 41185,44.1649,,S,0
2904,1,PC 41637,43.39,C87,S,1
2905,2,A/ 35891,30.0648,,S,0
2906,2,W.E.P. 18547,38.0647,,S,1
2907,1,A/ 73820,68.4125,B49,S,1
2908,1,SOTON/OQ 17822,20,A92,S,1
2909,1,C.A. 53785,96.4295,C120,S,0
2910,1,C.A. 85698,128.3882,,C,0
2911,2,W.E.P. 16522,10,,S,1
2912,1,C.A. 60102,97.5519,,C,0
2913,1,A/ 36322,203.368,,S,0
2914,1,C.A. 75948,106.2979,D8,S,1
2915,2,A/ 50249,10,,C,1
2916,3,A/ 72292,30,,S,1
2917,1,SOTON/OQ 93672,151.8766,,S,0
2918,2,W.E.P. 43380,30.7106,,S,1
2919,2,A/ 94097,11.0589,,S,1
2920,3,LINE 23589,18.3274,,C,0
2921,1,SOTON/OQ 37359,123.3704,,S,0
2922,2,W.E.P. 45625,31.732,,S,0
2923,1,LINE 97428,20,,S,1
2924,1,A/ 87986,108.0942,,S,0
2925,1,SOTON/OQ 81577,20,,S,1
2926,2,C.A. 39305,18.1732,,S,0
2927,3,C.A. 27697,25.4481,,S,0
2928,1,STON/O 38052,235.7649,E56,S,0
2929,1,W.E.P. 51530,215.9751,C83,S,0
2930,2,PC 17510,38.1606,,C,1
2931,1,SOTON/OQ 48420,99.9684,B142,C,1
2932,2,W.E.P. 34769,35.8871,,S,0
2933,1,STON/O 43296,93.132,A87,Q,0
2934,2,SOTON/OQ 68307,20.7777,,S,0
2935,1,LINE 51929,37.1678,B119,S,1
2936,1,STON/O 70639,107.829,,S,1
2937,3,SOTON/OQ 63694,30,,C,0
2938,2,C.A. 52860,10,,S,0
2939,1,W.E.P. 78804,20,D97,S,0
2940,2,LINE 46232,10.69,,S,0
2941,2,C.A. 34644,28.3673,,C,0
2942,3,LINE 37778,11.8915,,S,0
2943,3,W.E.P. 13673,5,,S,1
2944,3,A/ 74908,12.7372,,S,1
2945,3,STON/O 62018,5,,S,0
2946,2,SOTON/OQ 51963,10.6338,,S,1
2947,1,C.A. 54904,20,D78,S,0
2948,2,STON/O 28136,10,,S,0
2949,2,A/ 26831,34.4864,,Q,1
2950,1,STON/O 80009,236.78,B125,C,1
2951,3,SOTON/OQ 37505,5.9539,,S,0
2952,1,A/ 61389,20,D48,Q,0
2953,1,A/ 75968,20,E138,S,1
2954,1,STON/O 88701,35.5694,,S,0
2955,1,A/ 96896,219.4608,E10,S,1
2956,2,C.A. 87375,30.1787,,S,0
2957,2,LINE 51602,30.6721,,S,0
2958,3,PC 65298,5,,S,0
2959,3,STON/O 60305,11.5547,,Q,0
2960,1,W.E.P. 15756,20,E62,S,1
2961,3,C.A. 76140,5,,S,1
2962,2,A/ 75831,25.0624,,S,1
2963,1,STON/O 52053,92.0096,,S,1
2964,2,C.A. 18696,26.7365,,S,1
2965,3,STON/O 24374,14.2964,,S,0
2966,1,SOTON/OQ 94137,61.7728,C43,S,1
2967,1,PC 31825,176.1698,D5,S,0
2968,2,A/ 14211,18.837,,S,0
2969,2,LINE 71655,10,,S,1
2970,1,SOTON/OQ 31599,20,,C,1
2971,1,W.E.P. 50711,187.0248,,S,1
2972,1,C.A. 98532,20,A42,S,1
2973,1,SOTON/OQ 70558,108.5767,B12,S,0
2974,1,C.A. 55907,107.386,A112,S,1
2975,3,C.A. 61933,5,,S,1
2976,3,LINE 27843,5.3407,,S,0
2977,1,C.A. 31467,184.5139,,C,0
2978,1,SOTON/OQ 24157,48.8835,B117,S,1
2979,3,W.E.P. 83466,5,,S,0
2980,1,W.E.P. 72974,88.941,D30,S,0
2981,1,PC 87643,225.6109,,S,0
2982,1,LINE 73921,53.717,,S,1
2983,2,LINE 27324,15.4626,,S,1
2984,3,C.A. 89459,5,,S,1
2985,3,SOTON/OQ 58383,23.5998,,Q,0
2986,1,SOTON/OQ 71536,112.4512,D51,S,0
2987,3,PC 28121,16.1068,,Q,0
2988,1,W.E.P. 89800,199.1026,,S,0
2989,1,W.E.P. 47653,20,D73,C,1
2990,1,PC 31281,125.2524,,S,0
2991,2,A/ 83063,10,,C,1
2992,2,A/ 64275,25.0667,,C,1
2993,1,SOTON/OQ 96694,87.2598,,S,1
2994,2,C.A. 64663,13.4493,,S,0
2995,1,PC 77323,109.0725,,S,0
2996,3,STON/O 73113,5,,C,0
2997,1,PC 78502,20,,S,1
2998,3,SOTON/OQ 27278,5,,S,0
2999,2,LINE 90447,10,,S,0
3000,2,W.E.P. 38234,26.6014,,S,0
3001,1,STON/O 34649,159.4719,,S,1
3002,1,SOTON/OQ 71428,230.6684,C88,S,1
3003,1,A/ 78437,235.5944,,Q,1
3004,3,C.A. 99696,5,,S,0
3005,2,STON/O 75790,10,,Q,0
3006,1,A/ 16710,104.7141,C140,C,0
3007,3,C.A. 78856,6.4433,,C,0
3008,3,LINE 92351,11.0352,,S,0
3009,2,LINE 51346,35.371,,S,1
3010,1,PC 53231,127.6392,,S,0
3011,1,A/ 95370,80.1434,C23,S,1
3012,3,LINE 47035,5,,S,0
3013,1,W.E.P. 91102,20,,S,0
3014,1,LINE 67730,92.9178,,C,0
3015,3,A/ 49657,6.0147,,S,1
3016,1,PC 23191,54.9278,E106,S,1
3017,3,A/ 48633,27.1389,,S,0
3018,2,SOTON/OQ 78939,20.5032,,C,0
3019,3,W.E.P. 78059,15.9824,,C,0
3020,2,PC 22097,10,,S,0
3021,2,W.E.P. 53375,35.5563,,S,0
3022,1,STON/O 31095,153.8068,D90,S,1
3023,1,W.E.P. 12778,151.2745,B65,C,0
3024,3,C.A. 80104,18.8037,,S,0
3025,3,STON/O 48398,5,,S,0
3026,2,C.A. 53215,31.051,,S,1
3027,1,LINE 26419,20,,S,0
3028,1,STON/O 36795,109.2626,A119,S,1
3029,2,A/ 76056,32.9547,,S,0
3030,3,A/ 51146,20.6354,,S,0
3031,1,PC 83175,20,A40,S,1
3032,2,SOTON/OQ 94342,10,,S,0
3033,3,SOTON/OQ 34454,5,,S,0
3034,3,LINE 16316,5,,S,0
3035,1,SOTON/OQ 12285,20,B67,Q,1
3036,1,STON/O 45188,103.6664,B1,C,0
3037,3,PC 34583,22.6574,,S,1
3038,1,LINE 85027,21.7642,,S,1
3039,1,PC 66088,81.1893,B126,C,0
3040,1,LINE 72743,212.0071,C16,Q,1
3041,3,SOTON/OQ 24752,11.271,,S,1
3042,3,C.A. 23514,15.2604,,S,0
3043,2,A/ 71900,10,,S,0
3044,2,C.A. 80402,41.4801,,S,0
3045,1,PC 18594,20,D93,S,0
3046,2,A/ 15657,37.3489,,S,0
3047,1,LINE 42265,65.212,E60,S,0
3048,2,PC 29924,26.8949,,S,0
3049,1,C.A. 59312,193.585,A39,S,0
3050,2,SOTON/OQ 82780,31.2508,,S,1
3051,1,LINE 70985,170.9226,E32,Q,0
3052,2,A/ 85902,17.8366,,S,1
3053,1,SOTON/OQ 66484,94.0821,C140,S,0
3054,3,LINE 72562,25.8164,,C,0
3055,1,A/ 57155,110.1663,,S,1
3056,1,SOTON/OQ 52402,20,D6,S,1
3057,3,C.A. 51640,14.923,,C,0
3058,3,PC 81781,17.7256,,S,0
3059,1,LINE 60541,112.9203,A59,S,1
3060,1,SOTON/OQ 67543,112.6356,,S,0
3061,1,LINE 34522,145.6037,E10,C,1
3062,1,A/ 72011,299.7336,,S,0
3063,1,C.A. 21813,30.9885,D66,S,0
3064,1,STON/O 66415,20,B84,S,1
3065,1,STON/O 46891,70.086,D69,S,0
3066,1,W.E.P. 39705,129.5249,,S,0
3067,1,C.A. 49495,118.6581,E73,C,1
3068,3,C.A. 38245,5,,S,0
3069,1,LINE 49510,213.5593,B9,Q,0
3070,3,LINE 66438,23.8297,,S,0
3071,1,LINE 31339,261.6765,D18,Q,0
3072,1,STON/O 79469,147.1065,,S,1
3073,1,A/ 67234,108.7121,B115,C,1
3074,2,LINE 85426,10,,C,0
3075,2,LINE 30426,28.5144,,S,1
3076,1,PC 35370,96.8668,,S,1
3077,1,C.A. 66163,97.2437,,S,1
3078,3,LINE 62354,11.3512,,S,1
3079,2,STON/O 80026,12.1252,,S,1
3080,1,W.E.P. 85925,53.3558,B79,S,1
3081,3,A/ 82037,30,,S,0
3082,1,STON/O 78437,129.036,A26,S,1
3083,2,W.E.P. 36717,13.9652,,S,1
3084,2,LINE 77686,16.9431,,S,1
3085,2,PC 46237,18.3655,,C,1
3086,1,LINE 63746,20,D72,S,1
3087,1,C.A. 71212,167.2341,C105,S,1
3088,2,STON/O 95522,21.9343,,S,0
3089,1,C.A. 54047,61.072,E121,S,1
3090,1,STON/O 73028,30.8127,,S,0
3091,1,W.E.P. 10647,151.4444,,S,1
3092,3,SOTON/OQ 83786,23.2351,,C,1
3093,1,W.E.P. 57255,83.3359,,S,0
3094,3,C.A. 40437,30,,S,0
3095,3,PC 90379,30,,S,1
3096,2,LINE 77738,10,,S,0
3097,3,SOTON/OQ 47126,30,,S,0
3098,3,SOTON/OQ 56193,19.4357,,C,0
3099,1,C.A. 34276,197.5215,,S,0
3100,1,SOTON/OQ 95386,26.5042,E51,S,0
3101,1,A/ 13770,175.3623,,S,1
3102,1,PC 81651,94.9861,,C,1
3103,2,C.A. 92817,10,,S,0
3104,1,A/ 69507,61.5475,,S,1
3105,1,LINE 68395,53.4136,,S,0
3106,2,A/ 19983,10,,C,1
3107,1,STON/O 33588,20,C60,S,0
3108,1,W.E.P. 53516,94.1429,B140,S,0
3109,3,LINE 88981,11.0041,,S,0
3110,2,W.E.P. 96905,19.936,,S,1
3111,2,W.E.P. 56080,10,,S,1
3112,2,W.E.P. 51053,17.3051,,Q,1
3113,2,PC 48926,10,,S,1
3114,1,C.A. 86220,20,,S,1
3115,3,STON/O 11958,11.9282,,C,1
3116,1,C.A. 53873,20,,S,0
3117,1,STON/O 38250,56.7277,D44,S,1
3118,2,A/ 96203,10,,S,1
3119,1,C.A. 77443,38.633,E102,S,1
3120,2,C.A. 99349,10,,Q,1
3121,1,C.A. 15046,20,,Q,1
3122,2,W.E.P. 12743,32.7291,,S,0
3123,3,W.E.P. 76969,30,,S,0
3124,2,STON/O 30883,30.5632,,S,1
3125,1,A/ 23665,67.0189,,S,0
3126,1,A/ 38721,30.6937,,S,1
3127,3,LINE 20822,29.1024,,S,1
3128,1,A/ 55067,197.9586,E37,S,0
3129,2,PC 94773,42.1336,,S,0
3130,1,PC 55496,55.7339,D96,S,1
3131,1,SOTON/OQ 95912,66.8222,,C,1
3132,1,C.A. 98100,126.9458,,C,1
3133,1,A/ 83353,150.5777,B51,S,1
3134,2,A/ 58826,30.9917,,Q,0
3135,1,C.A. 45275,20,,S,1
3136,2,LINE 50681,46.8762,,Q,1
3137,3,C.A. 34925,6.6322,,C,1
3138,3,SOTON/OQ 28377,10.6295,,Q,0
3139,1,STON/O 53009,47.2128,,S,1
3140,1,PC 83483,50.3338,C34,C,0
3141,1,C.A. 12282,183.1149,E147,S,0
3142,1,A/ 21594,98.7923,D27,S,0
3143,3,PC 32347,5,,S,0
3144,1,STON/O 85774,239.6077,A115,S,1
3145,3,SOTON/OQ 72528,18.7888,,C,0
3146,1,SOTON/OQ 43213,203.4218,E106,S,0
3147,1,PC 63557,39.3433,E54,S,1
3148,3,W.E.P. 49059,5,,S,0
3149,3,STON/O 92289,23.0563,,C,1
3150,1,SOTON/OQ 88633,69.3155,E99,S,1
3151,1,A/ 14422,94.1633,C146,C,0
3152,2,W.E.P. 93010,23.7531,,S,0
3153,1,PC 15391,80.2252,,S,1
3154,3,PC 89555,18.8825,,S,0
3155,1,PC 38619,104.404,C73,S,1
3156,1,LINE 99287,133.343,D78,S,1
3157,1,A/ 52319,150.5291,E110,S,0
3158,3,W.E.P. 87458,12.4663,,S,0
3159,1,A/ 46022,49.4273,C85,C,0
3160,1,C.A. 70235,45.6888,E83,S,1
3161,1,PC 74155,201.5604,B19,Q,1
3162,1,W.E.P. 40260,73.0506,,S,0
3163,1,W.E.P. 70779,150.5097,A2,S,0
3164,3,PC 23013,20.2943,,S,0
3165,2,SOTON/OQ 32969,16.8247,,S,0
3166,1,SOTON/OQ 55695,35.3289,,C,0
3167,1,W.E.P. 87066,219.6741,D117,S,0
3168,1,W.E.P. 43571,20,E117,C,1
3169,2,STON/O 66195,10,,C,0
3170,1,C.A. 46550,149.3657,C38,C,1
3171,1,W.E.P. 48492,87.8816,C10,C,0
3172,1,SOTON/OQ 54968,222.4522,B124,S,0
3173,1,STON/O 42121,20,E95,S,1
3174,2,LINE 88588,43.2703,,S,0
3175,1,W.E.P. 16616,107.3445,,S,1
3176,1,PC 89588,153.5497,C140,S,1
3177,1,STON/O 96784,90.2835,D8,S,1
3178,1,C.A. 81070,146.5099,B144,S,0
3179,3,PC 54165,19.4099,,S,0
3180,1,C.A. 73815,64.6494,A85,S,0
3181,1,STON/O 23690,20,B125,S,0
3182,3,LINE 90892,27.5316,,S,0
3183,1,SOTON/OQ 81810,61.4309,,S,0
3184,2,A/ 66331,32.6195,,S,0
3185,2,STON/O 58873,10,,S,0
3186,1,C.A. 56305,119.0136,E146,S,0
3187,1,W.E.P. 27725,48.2223,A7,S,0
3188,3,PC 66858,5,,C,0
3189,1,LINE 53044,175.6179,,S,0
3190,2,C.A. 77592,23.7796,,S,0
3191,1,W.E.P. 60187,97.2771,E136,S,1
3192,1,SOTON/OQ 16615,106.6925,,C,1
3193,1,A/ 64617,265.7924,,S,0
3194,1,PC 25673,65.1222,,S,1
3195,2,STON/O 51789,10,,C,1
3196,1,C.A. 30568,32.6269,A100,C,1
3197,1,LINE 81698,20,,C,1
3198,2,C.A. 99314,33.3748,,C,1
3199,1,C.A. 64648,144.1101,A33,S,0
3200,1,PC 65618,47.8998,B131,S,1
3201,3,C.A. 18012,5,,Q,0
3202,1,SOTON/OQ 20851,133.8195,C111,S,0
3203,3,PC 21039,30,,C,1
3204,3,LINE 69972,16.439,,C,0
3205,1,SOTON/OQ 23922,20,E133,S,0
3206,1,PC 84261,168.7686,,S,1
3207,2,LINE 53040,28.8966,,S,1
3208,1,W.E.P. 76736,99.0809,C134,S,1
3209,3,W.E.P. 83571,10.4322,,S,0
3210,1,W.E.P. 37507,91.7189,,S,1
3211,2,LINE 52144,12.5339,,Q,1
3212,2,STON/O 52298,10,,S,1
3213,1,LINE 85882,20,C74,S,1
3214,1,PC 44908,60.017,,Q,1
3215,3,PC 27970,26.438,,S,0
3216,3,PC 52205,26.5916,,S,0
3217,1,A/ 49307,151.6142,,S,1
3218,2,SOTON/OQ 35959,10,,S,0
3219,2,C.A. 71074,21.2503,,S,0
3220,1,STON/O 79719,190.3686,E110,C,1
3221,3,W.E.P. 42968,6.0798,,S,1
3222,1,STON/O 97248,111.0787,D107,S,0
3223,2,A/ 19504,26.0451,,S,1
3224,1,W.E.P. 60001,133.7853,C45,C,0
3225,1,A/ 68855,71.1594,A129,S,0
